Room_Width,Room_Height,Furniture_Placement
11,14,"Table(8,3);Bed(7,0);Wardrobe(0,7)"
12,10,"Bed(6,0);Dining Table(9,7);Dining Table(2,0);Wardrobe(6,6)"
8,11,"Bed(4,1);Bookshelf(4,3);Chair(4,5);Dining Table(0,5);Table(2,6)"
10,14,"Wardrobe(0,11);Wardrobe(0,2);Wardrobe(0,2)"
11,9,"Chair(4,6);Dining Table(5,5);Chair(3,5);Wardrobe(0,5);Wardrobe(2,2)"
11,12,"Dining Table(6,6);Dining Table(3,3);Wardrobe(8,2)"
13,8,"Chair(7,6);Table(10,0);Desk(0,4);Desk(1,5);Wardrobe(11,2)"
13,10,"Dining Table(7,7);Chair(5,4);Desk(1,1);Sofa(7,6);Bookshelf(6,0)"
10,8,"Wardrobe(5,0);Bookshelf(2,5);Bookshelf(3,0);Desk(1,0);Desk(4,4)"
9,12,"Sofa(0,6);Sofa(4,8);Wardrobe(3,9);Chair(7,4)"
9,8,"Wardrobe(5,4);Wardrobe(4,1);Bed(0,2);Desk(3,4);Bookshelf(6,6)"
12,11,"Wardrobe(3,6);Bed(0,4);Wardrobe(8,6);Bed(8,1);Bookshelf(0,7)"
12,14,"Bed(8,5);Desk(6,4);Desk(4,6)"
12,10,"Bookshelf(6,4);Desk(2,3);Dining Table(0,1);Desk(5,7);Bookshelf(0,7)"
14,13,"Desk(7,2);Desk(0,5);Dining Table(3,2);Desk(3,11)"
12,9,"Bed(1,1);Chair(9,2);Dining Table(0,5)"
8,13,"Sofa(2,8);Chair(3,7);Wardrobe(1,3);Desk(1,6)"
13,13,"Dining Table(5,9);Table(11,6);Sofa(4,9);Bed(3,11);Wardrobe(2,1)"
13,9,"Bed(5,4);Bed(2,4);Dining Table(1,2);Sofa(9,2)"
13,11,"Chair(9,10);Desk(6,5);Sofa(4,1);Dining Table(3,1);Bed(7,4)"
10,8,"Wardrobe(6,5);Desk(4,1);Dining Table(1,4);Bed(6,3)"
8,13,"Table(0,3);Sofa(2,0);Dining Table(5,3)"
14,14,"Dining Table(1,4);Bookshelf(0,9);Table(8,7);Sofa(1,2)"
12,12,"Table(1,5);Table(3,6);Chair(1,5);Bookshelf(0,5)"
14,10,"Bed(7,2);Sofa(6,0);Table(6,2);Bed(5,6)"
12,8,"Sofa(1,6);Dining Table(4,5);Desk(9,0);Dining Table(6,4);Chair(1,3)"
11,11,"Chair(7,4);Dining Table(4,7);Bookshelf(8,4);Sofa(8,3);Table(8,5)"
13,9,"Bed(7,5);Desk(5,8);Desk(1,3);Bookshelf(3,1)"
11,9,"Chair(4,0);Dining Table(8,4);Dining Table(8,3);Desk(3,7);Desk(8,5)"
12,14,"Wardrobe(4,4);Desk(3,5);Chair(6,12);Bed(2,1)"
14,10,"Wardrobe(3,2);Chair(12,8);Table(12,1)"
11,8,"Bookshelf(7,6);Sofa(2,6);Bed(4,5);Wardrobe(2,3)"
12,8,"Bookshelf(6,6);Wardrobe(6,3);Desk(7,5)"
10,13,"Desk(3,3);Bookshelf(2,11);Wardrobe(0,6);Bed(3,5);Bookshelf(4,8)"
13,14,"Table(8,1);Bookshelf(4,9);Chair(2,10)"
8,10,"Bookshelf(6,7);Desk(3,2);Wardrobe(3,6);Sofa(2,6)"
12,14,"Bed(7,9);Dining Table(2,3);Chair(4,6)"
12,11,"Dining Table(9,2);Bookshelf(10,5);Dining Table(8,4)"
11,9,"Desk(2,4);Bookshelf(6,5);Bed(3,3);Wardrobe(8,2);Bookshelf(0,7)"
8,8,"Bed(2,5);Bed(0,2);Bookshelf(1,0);Dining Table(5,1);Desk(3,2)"
8,14,"Desk(5,9);Desk(0,0);Table(5,10);Chair(5,12)"
11,8,"Bed(7,3);Bookshelf(9,3);Dining Table(1,5);Bed(3,2)"
9,8,"Desk(1,5);Chair(2,1);Chair(1,3)"
13,14,"Sofa(1,8);Desk(7,13);Wardrobe(1,8);Bed(4,5)"
12,9,"Dining Table(3,0);Bed(7,2);Table(7,3);Desk(6,5)"
13,11,"Dining Table(2,0);Wardrobe(10,8);Wardrobe(4,8);Bed(3,4)"
9,14,"Bookshelf(2,1);Desk(0,12);Table(5,5)"
12,13,"Sofa(9,10);Dining Table(8,6);Desk(5,8)"
14,13,"Chair(9,10);Desk(4,6);Bookshelf(3,10);Chair(7,12)"
13,12,"Table(8,3);Dining Table(7,9);Dining Table(6,6);Desk(2,2);Bookshelf(5,1)"
14,12,"Desk(6,10);Dining Table(7,6);Sofa(3,8);Sofa(6,7)"
12,12,"Sofa(1,6);Bookshelf(2,5);Sofa(3,10);Wardrobe(8,5)"
8,8,"Table(6,3);Chair(3,1);Wardrobe(3,2)"
9,13,"Desk(3,12);Chair(5,8);Desk(1,4)"
10,11,"Table(0,0);Wardrobe(0,3);Table(5,6);Chair(3,0);Desk(1,7)"
8,8,"Wardrobe(5,1);Dining Table(5,1);Chair(3,7);Bed(0,6)"
8,10,"Wardrobe(5,3);Chair(0,4);Table(4,0)"
10,13,"Sofa(7,2);Table(8,3);Bed(4,4);Bed(6,4)"
11,9,"Sofa(3,7);Dining Table(0,0);Chair(9,1);Bookshelf(9,5)"
11,14,"Chair(0,12);Dining Table(7,2);Sofa(4,8);Desk(0,9);Wardrobe(6,2)"
8,10,"Wardrobe(4,6);Bookshelf(1,3);Chair(6,3)"
14,9,"Wardrobe(9,6);Bed(7,1);Chair(6,0);Dining Table(7,1)"
14,12,"Chair(5,2);Dining Table(6,3);Desk(3,0);Bookshelf(2,7);Wardrobe(8,7)"
13,12,"Bookshelf(10,2);Dining Table(7,8);Chair(10,1)"
9,10,"Chair(5,9);Table(3,1);Bed(2,4)"
12,14,"Wardrobe(0,5);Sofa(5,10);Chair(7,10);Bed(4,6);Bed(2,9)"
8,11,"Table(6,2);Chair(1,5);Bed(2,6);Chair(2,5)"
12,14,"Desk(1,12);Sofa(5,0);Sofa(5,12);Sofa(5,5);Dining Table(1,3)"
14,10,"Bed(5,7);Wardrobe(2,6);Table(10,8);Desk(3,0);Table(12,3)"
11,12,"Dining Table(4,7);Chair(2,7);Desk(5,10)"
10,8,"Bed(5,3);Sofa(2,5);Bed(3,0);Chair(7,2)"
11,10,"Bed(6,5);Desk(4,2);Desk(6,2);Table(9,7)"
8,9,"Bookshelf(3,1);Wardrobe(6,2);Bed(1,3);Bookshelf(5,3);Wardrobe(3,5)"
13,14,"Chair(1,5);Wardrobe(7,0);Sofa(0,1);Table(9,6)"
14,10,"Dining Table(9,1);Chair(1,4);Chair(8,0)"
12,13,"Sofa(4,1);Chair(1,6);Wardrobe(5,4)"
13,10,"Chair(6,3);Table(10,6);Table(5,6);Chair(11,9);Chair(8,3)"
12,10,"Dining Table(8,6);Chair(3,1);Bed(6,4);Bed(5,1)"
8,8,"Bookshelf(0,2);Dining Table(2,3);Chair(3,5);Bed(0,6);Sofa(4,6)"
14,9,"Chair(1,8);Dining Table(1,5);Dining Table(8,4)"
8,13,"Chair(4,10);Table(4,5);Wardrobe(4,5);Wardrobe(6,2)"
11,8,"Wardrobe(3,0);Dining Table(2,5);Wardrobe(4,5)"
12,9,"Desk(1,4);Table(8,3);Desk(1,7);Chair(5,2);Sofa(1,4)"
13,9,"Desk(6,2);Desk(6,1);Dining Table(4,6)"
9,11,"Table(6,6);Bed(2,7);Table(6,4)"
9,13,"Bed(2,2);Bookshelf(1,10);Bookshelf(3,3);Chair(7,12);Sofa(5,11)"
10,9,"Bookshelf(2,6);Bed(6,0);Desk(0,4);Wardrobe(4,3)"
12,11,"Wardrobe(6,0);Bed(2,1);Table(3,3);Dining Table(3,6);Dining Table(4,7)"
10,8,"Bed(0,5);Bed(4,5);Bed(3,1)"
13,14,"Bookshelf(11,11);Dining Table(10,6);Chair(1,7);Desk(6,9);Desk(1,11)"
9,10,"Wardrobe(3,5);Desk(6,2);Bed(0,4)"
14,13,"Chair(7,7);Sofa(6,7);Desk(1,8);Chair(3,1)"
11,13,"Sofa(3,1);Sofa(7,10);Bookshelf(1,8)"
13,14,"Chair(0,2);Bookshelf(3,11);Wardrobe(9,10);Chair(8,5)"
11,13,"Desk(7,6);Chair(3,9);Chair(2,6)"
8,10,"Chair(7,7);Desk(5,3);Bookshelf(4,8);Bed(0,1)"
8,11,"Chair(6,1);Desk(4,10);Bookshelf(2,3)"
9,14,"Bed(0,7);Sofa(0,3);Table(6,1);Sofa(4,9);Table(0,12)"
12,14,"Desk(0,12);Chair(9,0);Dining Table(9,3)"
8,11,"Sofa(5,1);Bookshelf(1,5);Table(5,2);Bed(3,6);Bed(0,3)"
11,13,"Desk(0,2);Dining Table(2,10);Bookshelf(2,9);Sofa(2,4)"
10,9,"Sofa(7,0);Wardrobe(2,5);Table(2,0);Bed(6,3)"
14,11,"Sofa(4,3);Dining Table(1,3);Desk(2,10)"
12,14,"Dining Table(5,8);Chair(8,5);Wardrobe(6,9);Table(3,2);Chair(5,12)"
14,13,"Bed(4,4);Table(2,4);Table(7,10);Bookshelf(12,8)"
12,10,"Wardrobe(3,6);Sofa(7,4);Dining Table(9,1)"
12,14,"Desk(5,3);Wardrobe(10,1);Wardrobe(4,4);Wardrobe(5,7)"
11,12,"Bed(0,0);Desk(2,9);Dining Table(0,0);Wardrobe(7,9);Table(0,8)"
11,13,"Table(0,0);Chair(10,5);Bookshelf(3,8);Sofa(4,3)"
14,11,"Bookshelf(12,7);Bookshelf(10,9);Table(3,8)"
13,13,"Sofa(0,7);Sofa(8,1);Bookshelf(8,5);Desk(3,12)"
11,12,"Bed(4,3);Wardrobe(5,4);Bookshelf(0,2);Sofa(1,3)"
10,12,"Sofa(7,10);Sofa(7,2);Chair(2,0);Bookshelf(5,8)"
11,13,"Sofa(7,0);Sofa(4,9);Bookshelf(6,3)"
14,13,"Sofa(7,3);Bed(1,4);Chair(0,7);Wardrobe(8,3);Table(8,4)"
9,14,"Desk(5,3);Dining Table(6,6);Table(6,0);Sofa(5,3);Chair(3,6)"
12,11,"Wardrobe(3,0);Bed(4,6);Wardrobe(9,1);Dining Table(6,3);Desk(1,8)"
12,12,"Desk(7,5);Dining Table(1,9);Chair(8,5)"
13,13,"Bed(5,2);Desk(2,12);Chair(6,5);Bed(5,5)"
8,12,"Desk(3,1);Dining Table(3,9);Desk(5,6);Desk(3,9)"
10,11,"Bookshelf(3,3);Chair(1,8);Bookshelf(6,8);Wardrobe(2,6)"
13,9,"Wardrobe(0,5);Table(3,0);Bed(6,0);Sofa(10,1);Desk(10,3)"
14,8,"Desk(1,4);Table(6,1);Dining Table(6,4);Wardrobe(6,2)"
12,14,"Chair(2,6);Chair(10,1);Bookshelf(5,12)"
14,14,"Sofa(10,5);Chair(5,6);Chair(6,7);Table(9,10);Sofa(10,7)"
8,9,"Chair(7,1);Chair(6,1);Bed(0,1)"
8,11,"Bed(3,6);Bed(4,5);Desk(5,0)"
11,11,"Wardrobe(2,4);Bookshelf(8,8);Sofa(8,6);Dining Table(7,3);Wardrobe(0,6)"
14,11,"Dining Table(7,1);Bed(2,6);Dining Table(10,7);Table(1,6);Desk(3,6)"
8,9,"Bed(1,4);Dining Table(5,4);Chair(4,6);Sofa(4,0);Chair(1,0)"
10,13,"Dining Table(0,7);Desk(7,5);Sofa(3,8);Bed(0,7);Bed(3,0)"
12,12,"Bookshelf(5,3);Chair(4,7);Sofa(1,5)"
11,11,"Wardrobe(6,6);Wardrobe(1,4);Wardrobe(0,5)"
14,13,"Bookshelf(8,10);Sofa(5,7);Desk(10,3);Wardrobe(12,9);Sofa(10,0)"
8,11,"Wardrobe(0,4);Chair(0,7);Dining Table(2,6)"
14,14,"Bed(4,0);Bookshelf(2,0);Dining Table(2,9);Table(12,5)"
13,11,"Sofa(1,6);Dining Table(6,4);Bookshelf(7,6);Bed(2,3);Sofa(8,5)"
8,11,"Bed(3,3);Desk(3,5);Dining Table(2,5);Table(3,2);Bed(4,7)"
9,12,"Chair(3,6);Sofa(6,7);Bookshelf(3,9)"
8,14,"Sofa(0,7);Sofa(4,0);Bed(1,1)"
8,13,"Sofa(0,9);Wardrobe(6,9);Bookshelf(6,11);Sofa(4,2)"
8,13,"Dining Table(0,8);Wardrobe(3,3);Bookshelf(0,2)"
8,13,"Bed(0,0);Table(5,1);Table(0,10)"
10,14,"Chair(2,8);Bed(6,2);Bookshelf(2,8)"
13,14,"Desk(0,7);Chair(8,1);Chair(9,6);Chair(8,1);Bed(1,8)"
10,14,"Bookshelf(3,10);Desk(5,0);Bed(2,6)"
12,12,"Sofa(3,7);Desk(4,5);Dining Table(2,2)"
11,11,"Desk(5,7);Dining Table(3,0);Dining Table(1,2);Sofa(1,9)"
12,12,"Chair(2,3);Wardrobe(0,9);Desk(0,9)"
10,11,"Bookshelf(3,3);Wardrobe(2,7);Bed(2,2);Wardrobe(1,6);Desk(1,6)"
12,14,"Dining Table(6,2);Chair(7,0);Dining Table(8,3);Dining Table(5,5)"
8,8,"Dining Table(0,0);Table(4,3);Chair(5,3);Bookshelf(4,2)"
10,8,"Wardrobe(5,4);Chair(1,5);Dining Table(7,5);Bed(5,4);Chair(9,5)"
9,8,"Chair(6,3);Dining Table(3,1);Sofa(4,4)"
9,13,"Dining Table(5,6);Bookshelf(7,1);Chair(1,8);Sofa(3,0);Sofa(5,2)"
13,8,"Bed(7,5);Bookshelf(6,4);Desk(8,5);Dining Table(0,1);Bookshelf(4,0)"
10,13,"Bed(0,9);Bed(6,7);Wardrobe(2,10)"
14,12,"Table(1,9);Chair(5,3);Dining Table(2,9);Sofa(10,6)"
9,11,"Wardrobe(0,6);Chair(0,3);Sofa(6,0);Sofa(0,9)"
10,14,"Sofa(4,12);Chair(9,9);Bookshelf(8,10);Table(3,1)"
12,12,"Chair(4,8);Bookshelf(3,10);Dining Table(4,0);Wardrobe(7,5);Bookshelf(5,8)"
12,14,"Sofa(5,9);Sofa(4,1);Table(8,8);Chair(4,4);Wardrobe(7,6)"
10,14,"Dining Table(3,5);Desk(3,4);Bookshelf(6,4);Wardrobe(5,1);Desk(0,0)"
13,13,"Desk(7,9);Dining Table(5,0);Table(5,6)"
11,8,"Chair(6,1);Sofa(2,2);Sofa(3,4)"
13,10,"Dining Table(9,4);Table(5,8);Bed(1,2);Table(4,8)"
8,14,"Dining Table(5,0);Wardrobe(1,10);Bookshelf(0,12)"
10,10,"Desk(4,8);Chair(9,2);Table(5,8);Chair(7,7);Sofa(2,1)"
12,10,"Wardrobe(7,2);Sofa(5,2);Table(8,0);Wardrobe(10,7);Sofa(0,1)"
14,9,"Dining Table(3,1);Bed(4,5);Desk(1,0);Chair(11,6)"
10,8,"Dining Table(5,1);Chair(2,7);Table(2,3);Table(4,4);Desk(7,1)"
12,12,"Dining Table(5,2);Table(9,9);Bookshelf(9,2);Desk(8,0);Sofa(0,5)"
11,12,"Bed(5,9);Sofa(8,4);Chair(2,9);Bookshelf(4,9);Wardrobe(2,3)"
9,14,"Sofa(1,11);Bookshelf(7,6);Chair(3,5);Bookshelf(1,8)"
14,9,"Wardrobe(12,2);Wardrobe(0,5);Dining Table(3,4);Desk(3,8)"
10,12,"Desk(5,11);Bed(5,0);Wardrobe(1,7);Sofa(0,7);Bed(5,0)"
8,13,"Table(2,1);Desk(2,11);Dining Table(4,0);Bookshelf(4,6)"
10,13,"Sofa(3,11);Dining Table(0,9);Bookshelf(1,3);Wardrobe(7,7)"
10,10,"Dining Table(7,7);Wardrobe(8,4);Bookshelf(6,8)"
10,11,"Bookshelf(1,8);Wardrobe(8,4);Bed(4,5)"
9,10,"Table(0,2);Dining Table(1,0);Bed(3,1);Wardrobe(4,4)"
11,14,"Sofa(4,0);Bookshelf(7,5);Bed(4,8);Bed(0,4);Sofa(2,8)"
11,11,"Bed(7,6);Bed(0,8);Bookshelf(8,8);Chair(2,4);Wardrobe(4,6)"
12,10,"Desk(4,2);Table(7,7);Chair(0,6)"
14,10,"Bed(8,0);Bed(10,5);Bed(0,5)"
13,9,"Table(10,6);Bed(9,4);Bed(7,2);Wardrobe(6,3);Dining Table(8,1)"
9,11,"Wardrobe(4,5);Bookshelf(2,9);Bed(2,4);Table(1,3);Chair(1,5)"
8,9,"Dining Table(2,0);Dining Table(2,3);Wardrobe(2,0);Dining Table(1,6)"
10,13,"Bookshelf(5,2);Bookshelf(3,9);Sofa(1,5);Bed(6,4)"
14,10,"Dining Table(3,7);Bed(6,8);Desk(9,0)"
11,13,"Desk(8,6);Wardrobe(6,9);Chair(7,9);Desk(6,0);Sofa(7,10)"
12,12,"Sofa(6,7);Bookshelf(2,10);Sofa(2,4);Chair(11,6)"
9,14,"Sofa(1,1);Table(3,8);Dining Table(4,3);Wardrobe(3,6)"
8,8,"Dining Table(5,2);Sofa(2,4);Dining Table(2,4)"
10,10,"Dining Table(2,1);Desk(0,9);Bookshelf(0,4);Bookshelf(1,6)"
12,13,"Bookshelf(8,5);Sofa(4,2);Wardrobe(0,9)"
11,14,"Bookshelf(7,6);Dining Table(0,10);Dining Table(4,0);Wardrobe(8,5);Desk(4,3)"
9,11,"Wardrobe(5,8);Wardrobe(1,8);Sofa(0,5)"
12,9,"Wardrobe(6,5);Table(9,0);Desk(0,1);Chair(3,7)"
9,12,"Chair(7,7);Wardrobe(4,5);Table(4,3);Dining Table(5,6)"
9,11,"Desk(1,10);Dining Table(4,8);Sofa(2,7)"
12,14,"Table(5,12);Wardrobe(6,4);Bed(2,1);Desk(8,0);Wardrobe(5,4)"
13,12,"Desk(1,5);Bed(7,3);Dining Table(4,6)"
9,12,"Dining Table(6,4);Wardrobe(6,9);Desk(6,10);Bed(2,3)"
8,8,"Chair(4,6);Wardrobe(0,5);Chair(6,1)"
9,10,"Sofa(2,4);Wardrobe(3,2);Table(4,5)"
11,8,"Bed(1,1);Wardrobe(0,1);Table(4,3);Table(1,6)"
13,11,"Chair(6,5);Table(0,6);Dining Table(0,3)"
12,8,"Desk(0,2);Bed(2,1);Table(7,2)"
10,8,"Bookshelf(3,1);Desk(4,1);Chair(6,6);Dining Table(7,4)"
9,8,"Table(3,6);Bed(2,4);Dining Table(6,3)"
8,9,"Chair(4,2);Bed(3,4);Chair(4,5)"
8,10,"Bed(0,4);Wardrobe(0,3);Desk(3,3)"
10,11,"Sofa(6,6);Bed(2,5);Bed(4,0)"
11,10,"Sofa(0,7);Table(0,1);Desk(4,5)"
8,11,"Sofa(1,1);Bed(2,3);Table(5,5)"
10,8,"Desk(0,3);Sofa(7,4);Table(0,1);Dining Table(7,0);Bed(5,3)"
8,9,"Chair(2,5);Sofa(2,3);Wardrobe(6,1);Table(1,3);Dining Table(3,5)"
12,10,"Sofa(3,6);Chair(2,2);Desk(4,9);Bed(2,1)"
14,10,"Table(9,8);Dining Table(8,2);Bed(7,6);Bookshelf(3,3)"
10,11,"Sofa(3,2);Sofa(1,0);Chair(1,8)"
12,9,"Bed(7,4);Chair(8,1);Desk(3,7);Bookshelf(0,5);Wardrobe(5,0)"
14,14,"Desk(10,3);Wardrobe(3,1);Wardrobe(8,2)"
12,12,"Wardrobe(1,8);Dining Table(7,2);Dining Table(5,4);Bed(0,10)"
9,8,"Table(1,1);Bed(1,4);Bookshelf(1,5);Dining Table(3,2)"
13,14,"Table(11,1);Desk(1,5);Dining Table(3,0);Table(8,11);Chair(10,7)"
11,11,"Dining Table(7,7);Bookshelf(2,9);Dining Table(2,7);Wardrobe(9,4)"
9,9,"Sofa(6,1);Dining Table(0,0);Desk(1,3)"
12,11,"Dining Table(4,7);Bed(5,2);Bookshelf(3,6)"
13,13,"Wardrobe(10,1);Bookshelf(1,7);Bookshelf(9,8)"
14,11,"Sofa(2,3);Table(6,1);Desk(9,8)"
9,12,"Dining Table(0,7);Sofa(6,2);Bookshelf(6,2);Sofa(5,5);Bed(1,10)"
8,13,"Bed(2,1);Dining Table(0,5);Sofa(2,10)"
14,8,"Chair(5,0);Dining Table(10,5);Table(5,2);Wardrobe(6,5);Table(9,5)"
11,14,"Wardrobe(2,5);Bed(2,2);Dining Table(8,0)"
12,13,"Table(1,3);Sofa(6,7);Wardrobe(9,3);Bookshelf(1,1)"
12,13,"Table(2,7);Desk(7,0);Chair(2,8);Bookshelf(5,8);Desk(8,11)"
9,11,"Bookshelf(5,1);Bookshelf(5,3);Wardrobe(6,5);Sofa(5,3)"
10,8,"Bed(1,4);Chair(3,3);Sofa(2,0)"
14,8,"Desk(7,1);Bed(0,2);Table(1,3);Sofa(5,5)"
8,10,"Table(5,0);Bed(0,1);Table(4,4);Bed(4,6)"
8,11,"Dining Table(5,6);Chair(5,2);Table(0,3)"
9,13,"Desk(1,6);Chair(2,11);Dining Table(2,3);Chair(4,8)"
11,9,"Wardrobe(7,0);Sofa(1,6);Sofa(7,7)"
8,8,"Wardrobe(6,1);Desk(2,2);Wardrobe(4,4);Table(3,6)"
10,12,"Bed(1,4);Wardrobe(6,1);Bookshelf(8,9);Bookshelf(6,4)"
10,10,"Table(7,6);Wardrobe(7,6);Bed(0,2)"
9,10,"Desk(1,3);Table(7,7);Chair(5,0);Desk(1,5);Desk(6,8)"
9,13,"Bed(5,5);Bookshelf(6,3);Dining Table(2,5)"
8,11,"Wardrobe(6,3);Wardrobe(6,8);Table(5,2);Dining Table(0,2);Wardrobe(0,3)"
11,14,"Dining Table(8,5);Dining Table(5,8);Dining Table(1,6)"
9,13,"Chair(8,2);Wardrobe(6,9);Bed(3,5)"
9,12,"Table(7,8);Dining Table(3,8);Bed(2,10);Bed(3,8)"
10,8,"Dining Table(3,1);Bed(3,6);Bed(3,0)"
9,8,"Chair(5,7);Bookshelf(6,0);Wardrobe(3,5);Sofa(4,4)"
10,14,"Dining Table(0,7);Desk(0,6);Bookshelf(4,0)"
9,10,"Desk(1,8);Sofa(5,1);Bookshelf(6,4);Bookshelf(5,2);Sofa(1,1)"
12,13,"Desk(5,9);Dining Table(3,2);Bookshelf(1,7);Sofa(3,3)"
10,12,"Desk(5,2);Dining Table(1,8);Table(7,0)"
11,12,"Bed(6,7);Table(4,2);Desk(4,11);Wardrobe(3,9);Bookshelf(9,0)"
13,9,"Wardrobe(1,3);Sofa(3,7);Wardrobe(2,3);Sofa(9,2);Bookshelf(11,3)"
14,13,"Sofa(8,10);Table(10,11);Sofa(10,9);Bed(9,8)"
13,12,"Bed(7,4);Wardrobe(3,3);Bookshelf(3,0);Table(9,2);Chair(9,1)"
8,13,"Wardrobe(1,3);Sofa(1,10);Chair(3,7);Desk(2,6)"
9,9,"Table(1,7);Bookshelf(6,1);Wardrobe(7,2);Table(5,4)"
9,8,"Desk(4,2);Desk(0,2);Sofa(5,5);Desk(6,2)"
10,9,"Wardrobe(7,0);Bed(0,6);Chair(3,6);Bookshelf(4,4)"
11,13,"Bookshelf(7,1);Table(8,9);Sofa(7,6);Wardrobe(2,5);Bookshelf(8,0)"
14,12,"Bed(6,8);Dining Table(7,9);Wardrobe(12,9);Desk(4,0)"
13,14,"Wardrobe(0,5);Sofa(3,0);Table(7,9);Bed(7,4)"
14,11,"Dining Table(3,8);Chair(4,6);Table(2,7);Table(7,5)"
11,8,"Chair(3,7);Wardrobe(5,5);Bookshelf(9,1)"
12,12,"Bed(8,4);Sofa(6,1);Wardrobe(3,9);Bookshelf(6,10)"
11,13,"Dining Table(1,4);Dining Table(4,3);Bookshelf(3,10);Bed(7,7);Wardrobe(9,6)"
11,12,"Sofa(1,4);Wardrobe(0,5);Bookshelf(7,10)"
12,10,"Table(6,2);Chair(9,1);Wardrobe(0,5);Bed(0,8);Bookshelf(1,4)"
11,8,"Table(7,2);Bed(2,6);Table(2,2)"
11,11,"Desk(6,6);Wardrobe(3,6);Table(0,1)"
13,10,"Dining Table(7,2);Desk(2,2);Wardrobe(0,0);Dining Table(3,5);Chair(3,4)"
14,8,"Chair(3,3);Wardrobe(5,0);Desk(11,4);Dining Table(4,0);Bookshelf(1,5)"
8,10,"Bed(3,7);Desk(0,6);Desk(0,8);Table(2,5)"
10,9,"Bed(6,1);Sofa(4,6);Desk(2,8);Bed(5,1)"
8,10,"Desk(4,0);Bookshelf(3,6);Bed(0,8)"
11,14,"Dining Table(4,4);Bed(2,6);Bookshelf(6,9)"
14,12,"Sofa(6,10);Dining Table(10,5);Sofa(9,2);Chair(0,8);Sofa(9,6)"
12,9,"Bed(0,5);Wardrobe(2,6);Bookshelf(8,2)"
10,10,"Dining Table(3,6);Bed(0,4);Desk(2,3);Desk(1,9);Bed(1,5)"
9,10,"Sofa(0,7);Wardrobe(6,4);Dining Table(2,2)"
11,14,"Dining Table(2,3);Bookshelf(4,7);Desk(5,3);Bed(0,1)"
8,8,"Sofa(4,6);Table(5,0);Table(3,2)"
13,12,"Chair(10,3);Bed(8,4);Dining Table(9,1);Desk(3,8)"
14,12,"Dining Table(2,4);Table(11,9);Bookshelf(12,2)"
9,14,"Chair(4,10);Chair(3,6);Chair(3,10);Desk(1,6)"
9,13,"Wardrobe(4,8);Sofa(3,7);Chair(7,2)"
8,14,"Sofa(5,9);Table(0,8);Bookshelf(3,8);Bookshelf(5,12)"
10,13,"Chair(6,12);Wardrobe(8,3);Desk(5,10)"
8,12,"Bed(3,5);Sofa(0,7);Wardrobe(5,4);Dining Table(3,9);Chair(3,8)"
8,11,"Bed(0,9);Bed(2,3);Bookshelf(3,7)"
12,10,"Chair(7,0);Chair(2,6);Bed(4,7);Wardrobe(1,3);Table(8,2)"
9,11,"Dining Table(1,1);Chair(0,6);Bed(4,8);Dining Table(4,1)"
13,8,"Bookshelf(6,3);Desk(0,0);Bed(3,5)"
8,10,"Sofa(3,3);Chair(5,7);Bed(3,7);Table(2,1);Sofa(3,8)"
12,14,"Wardrobe(3,11);Sofa(4,11);Bed(2,5)"
14,8,"Dining Table(5,3);Bed(0,4);Desk(5,4);Desk(3,4);Wardrobe(3,1)"
14,12,"Bed(1,5);Sofa(10,9);Table(8,8);Desk(8,7);Desk(2,10)"
14,12,"Bookshelf(6,9);Desk(9,8);Bookshelf(9,7)"
8,10,"Bed(4,4);Desk(1,9);Table(2,4)"
10,10,"Dining Table(0,0);Bed(5,5);Desk(7,2);Dining Table(1,7);Chair(1,9)"
12,10,"Desk(9,9);Chair(1,3);Bed(0,2);Chair(0,3);Desk(5,5)"
9,14,"Bookshelf(1,4);Wardrobe(5,6);Sofa(3,8);Bed(4,7)"
10,10,"Bookshelf(0,2);Desk(6,6);Chair(3,9);Sofa(0,3);Table(0,2)"
12,12,"Wardrobe(4,6);Desk(7,4);Bookshelf(8,5);Bed(5,10);Wardrobe(8,2)"
14,9,"Chair(3,7);Bed(0,4);Wardrobe(8,5);Chair(4,1);Chair(13,0)"
10,9,"Bed(0,0);Desk(4,5);Bookshelf(0,3);Sofa(1,4);Table(7,5)"
9,14,"Desk(5,0);Table(0,12);Chair(2,0);Wardrobe(4,11)"
10,12,"Desk(2,7);Wardrobe(2,4);Wardrobe(6,0)"
8,11,"Bed(4,5);Bed(0,5);Table(4,9)"
8,9,"Dining Table(5,1);Wardrobe(3,1);Bed(1,3);Desk(1,6)"
12,11,"Bed(8,8);Chair(5,1);Dining Table(6,6);Sofa(7,7);Table(6,2)"
11,9,"Bookshelf(5,4);Bookshelf(3,0);Bookshelf(6,5);Dining Table(5,1);Chair(1,0)"
11,10,"Chair(0,1);Table(2,4);Desk(7,6);Table(5,4)"
8,13,"Desk(1,11);Chair(7,5);Dining Table(5,2);Bed(3,2)"
11,10,"Bed(4,3);Bed(5,6);Table(0,8);Desk(1,9);Chair(0,8)"
8,10,"Bookshelf(0,3);Chair(5,3);Desk(3,0)"
8,8,"Sofa(2,4);Wardrobe(2,4);Wardrobe(3,2);Chair(0,3)"
10,8,"Desk(3,6);Bookshelf(6,4);Chair(9,2);Bed(2,1)"
11,11,"Sofa(5,1);Wardrobe(5,5);Sofa(0,8);Wardrobe(6,5)"
